subject,frame,pipeline,group,accuracy,auc,best
1,sensor,classical/TS+LR,classical,0.7111111111111111,0.8023715415019763,"{""clf__C"": 0.1}"
1,sensor,classical/MDM,classical,0.6222222222222222,0.7114624505928854,{}
1,sensor,control/riemann-kernel-SVM,control,0.7555555555555555,0.816205533596838,"{""C"": 0.1}"
1,sensor,control/logeuclid-kernel-SVM,control,0.6888888888888889,0.8063241106719369,"{""C"": 0.1}"
1,sensor,quantum/HS-overlap,quantum,0.6,0.6541501976284585,"{""C"": 10.0, ""gamma_mult"": 1.0}"
1,sensor,quantum/Fidelity,quantum,0.5555555555555556,0.658102766798419,"{""C"": 10.0, ""gamma_mult"": 1.0}"
1,sensor,quantum/HS-RBF,quantum,0.6,0.6126482213438735,"{""C"": 10.0, ""gamma_mult"": 0.25}"
1,sensor,quantum/Bures-RBF,quantum,0.5333333333333333,0.5909090909090908,"{""C"": 10.0, ""gamma_mult"": 0.25}"
1,sensor,quantum/QRE-RBF,quantum,0.5555555555555556,0.6146245059288538,"{""C"": 10.0, ""gamma_mult"": 0.25}"
2,sensor,classical/TS+LR,classical,0.7777777777777778,0.8675889328063241,"{""clf__C"": 0.1}"
2,sensor,classical/MDM,classical,0.7777777777777778,0.9189723320158104,{}
2,sensor,control/riemann-kernel-SVM,control,0.7777777777777778,0.8774703557312253,"{""C"": 1.0}"
2,sensor,control/logeuclid-kernel-SVM,control,0.8,0.8438735177865613,"{""C"": 10.0}"
2,sensor,quantum/HS-overlap,quantum,0.6888888888888889,0.7786561264822134,"{""C"": 10.0, ""gamma_mult"": 1.0}"
2,sensor,quantum/Fidelity,quantum,0.6666666666666666,0.7134387351778656,"{""C"": 10.0, ""gamma_mult"": 1.0}"
2,sensor,quantum/HS-RBF,quantum,0.6666666666666666,0.733201581027668,"{""C"": 10.0, ""gamma_mult"": 0.25}"
2,sensor,quantum/Bures-RBF,quantum,0.6444444444444445,0.7233201581027668,"{""C"": 10.0, ""gamma_mult"": 0.25}"
2,sensor,quantum/QRE-RBF,quantum,0.6444444444444445,0.7351778656126483,"{""C"": 10.0, ""gamma_mult"": 0.25}"
3,sensor,classical/TS+LR,classical,0.3777777777777777,0.3932806324110672,"{""clf__C"": 0.1}"
3,sensor,classical/MDM,classical,0.4222222222222222,0.4525691699604743,{}
3,sensor,control/riemann-kernel-SVM,control,0.4222222222222222,0.3893280632411067,"{""C"": 0.1}"
3,sensor,control/logeuclid-kernel-SVM,control,0.4444444444444444,0.3814229249011858,"{""C"": 10.0}"
3,sensor,quantum/HS-overlap,quantum,0.4,0.2845849802371542,"{""C"": 10.0, ""gamma_mult"": 1.0}"
3,sensor,quantum/Fidelity,quantum,0.4666666666666667,0.2707509881422925,"{""C"": 10.0, ""gamma_mult"": 1.0}"
3,sensor,quantum/HS-RBF,quantum,0.4666666666666667,0.2865612648221344,"{""C"": 10.0, ""gamma_mult"": 0.25}"
3,sensor,quantum/Bures-RBF,quantum,0.4444444444444444,0.2865612648221344,"{""C"": 10.0, ""gamma_mult"": 0.25}"
3,sensor,quantum/QRE-RBF,quantum,0.4666666666666667,0.2964426877470355,"{""C"": 10.0, ""gamma_mult"": 0.25}"
4,sensor,classical/TS+LR,classical,0.6,0.8023715415019763,"{""clf__C"": 0.1}"
4,sensor,classical/MDM,classical,0.6,0.7569169960474309,{}
4,sensor,control/riemann-kernel-SVM,control,0.5111111111111111,0.8241106719367589,"{""C"": 0.1}"
4,sensor,control/logeuclid-kernel-SVM,control,0.5777777777777777,0.7944664031620553,"{""C"": 1.0}"
4,sensor,quantum/HS-overlap,quantum,0.5555555555555556,0.7312252964426877,"{""C"": 10.0, ""gamma_mult"": 1.0}"
4,sensor,quantum/Fidelity,quantum,0.5333333333333333,0.8320158102766799,"{""C"": 10.0, ""gamma_mult"": 1.0}"
4,sensor,quantum/HS-RBF,quantum,0.7555555555555555,0.7588932806324111,"{""C"": 10.0, ""gamma_mult"": 1.0}"
4,sensor,quantum/Bures-RBF,quantum,0.7555555555555555,0.7648221343873518,"{""C"": 10.0, ""gamma_mult"": 1.0}"
4,sensor,quantum/QRE-RBF,quantum,0.7777777777777778,0.800395256916996,"{""C"": 10.0, ""gamma_mult"": 0.25}"
5,sensor,classical/TS+LR,classical,0.4444444444444444,0.4226190476190476,"{""clf__C"": 0.1}"
5,sensor,classical/MDM,classical,0.4444444444444444,0.4226190476190476,{}
5,sensor,control/riemann-kernel-SVM,control,0.4666666666666667,0.4305555555555556,"{""C"": 0.1}"
5,sensor,control/logeuclid-kernel-SVM,control,0.4,0.4166666666666667,"{""C"": 10.0}"
5,sensor,quantum/HS-overlap,quantum,0.4888888888888889,0.5992063492063493,"{""C"": 10.0, ""gamma_mult"": 1.0}"
5,sensor,quantum/Fidelity,quantum,0.4888888888888889,0.5773809523809523,"{""C"": 10.0, ""gamma_mult"": 1.0}"
5,sensor,quantum/HS-RBF,quantum,0.4666666666666667,0.5575396825396826,"{""C"": 10.0, ""gamma_mult"": 1.0}"
5,sensor,quantum/Bures-RBF,quantum,0.4444444444444444,0.5753968253968255,"{""C"": 10.0, ""gamma_mult"": 0.25}"
5,sensor,quantum/QRE-RBF,quantum,0.4444444444444444,0.5813492063492064,"{""C"": 10.0, ""gamma_mult"": 0.25}"
6,sensor,classical/TS+LR,classical,0.4666666666666667,0.4543650793650794,"{""clf__C"": 0.1}"
6,sensor,classical/MDM,classical,0.5111111111111111,0.4404761904761905,{}
6,sensor,control/riemann-kernel-SVM,control,0.5111111111111111,0.4523809523809523,"{""C"": 0.1}"
6,sensor,control/logeuclid-kernel-SVM,control,0.4,0.4682539682539683,"{""C"": 0.1}"
6,sensor,quantum/HS-overlap,quantum,0.5333333333333333,0.4384920634920635,"{""C"": 10.0, ""gamma_mult"": 1.0}"
6,sensor,quantum/Fidelity,quantum,0.5333333333333333,0.4484126984126984,"{""C"": 10.0, ""gamma_mult"": 1.0}"
6,sensor,quantum/HS-RBF,quantum,0.4,0.365079365079365,"{""C"": 10.0, ""gamma_mult"": 1.0}"
6,sensor,quantum/Bures-RBF,quantum,0.5333333333333333,0.4126984126984127,"{""C"": 1.0, ""gamma_mult"": 0.25}"
